j,l,trajectory,M,S,D
13209,1,"1 2 3 4 -3 4 4 -2 -2 4 -1 2",48,1,128
13210,1,"1 2 3 3 -1 4 4 4 -2 -3 -3 4",48,1,0
13211,1,"1 2 3 -2 -3 2 4 4 -1 -2 4 4",48,1,0
13212,1,"1 2 4 3 -1 4 4 4 -2 -4 -3 4",48,1,128
13213,1,"1 4 2 2 2 4 -1 4 -2 4 -2 -2",24,1,256
13214,1,"1 2 -1 -1 4 2 4 4 -2 -2 1 4",24,1,-256
13215,1,"1 2 1 4 -1 2 4 -2 4 -2 -1 4",24,1,0
13216,1,"1 2 3 3 4 -3 4 4 -3 -2 -1 4",48,1,256
13217,1,"1 2 4 3 -2 4 2 -3 -2 4 -1 4",48,1,64
13218,1,"1 2 3 2 -3 4 4 -2 4 4 -1 -2",48,1,-128
13219,1,"1 2 3 -1 4 -3 4 3 4 4 -3 -2",48,1,-128
13220,1,"1 4 4 -1 4 4 4 4 1 -4 -1 -4",6,1,512
13221,1,"1 2 2 4 4 -2 -2 4 4 4 -1 -4",24,1,-512
13222,1,"1 2 4 -2 -2 -2 -1 4 4 2 4 2",24,1,256
13223,1,"1 2 2 4 -1 -2 4 -1 4 -2 1 4",24,1,-128
13224,1,"1 2 4 4 4 2 4 4 -1 -4 -2 -2",24,1,-512
13225,1,"1 2 -4 -2 4 3 4 -3 4 -1 4 4",48,1,-128
13226,1,"1 2 -1 -2 4 4 4 -1 2 4 -2 1",24,1,-256
13227,1,"1 2 3 4 -3 4 -3 -1 3 -2 4 4",48,1,0
13228,1,"1 2 3 -2 -3 4 -1 4 -2 4 2 4",48,1,-64
13229,1,"1 2 3 3 -1 4 -3 -2 4 4 4 -3",48,1,0
13230,1,"1 1 -4 -1 4 4 -1 4 1 4 -1 4",6,1,-256
13231,1,"1 2 4 4 3 3 -2 -3 4 4 -1 -3",48,1,-256
13232,1,"1 4 2 2 4 -1 -4 -2 4 -2 4 4",24,1,0
13233,1,"1 2 3 4 3 4 -3 -1 4 -2 4 -3",48,1,64
13234,1,"1 2 -1 4 -2 3 4 -3 -3 4 4 3",48,1,-128
13235,1,"1 2 4 -2 3 -1 4 -3 -3 4 4 3",48,1,128
13236,1,"1 2 4 3 4 -2 -3 4 -3 4 -1 3",48,1,64
13237,1,"1 2 3 -2 -3 4 -3 4 -1 3 4 4",48,1,0
13238,1,"1 4 -1 4 1 -4 -4 -1 4 4 4 4",6,1,-512
13239,1,"1 2 -1 -2 4 -1 -2 1 4 4 2 4",24,1,-128
13240,1,"1 2 3 3 4 4 -2 4 4 -3 -1 -3",48,1,0
13241,1,"1 2 2 4 -1 -1 4 4 -2 -2 1 4",24,1,0
13242,1,"1 2 3 -1 -3 -3 4 4 3 4 -2 4",48,1,-128
13243,1,"1 2 3 4 3 4 -1 -3 4 -2 4 -3",48,1,-64
13244,1,"1 2 3 4 4 4 4 -3 -3 -1 3 -2",48,1,0
13245,1,"1 2 -1 2 4 4 4 4 4 -2 -2 -4",24,1,-512
13246,1,"1 2 4 3 3 -1 -3 -3 4 4 -2 4",48,1,0
13247,1,"1 2 4 -1 -4 3 4 -2 4 4 -3 4",48,1,0
13248,1,"1 2 -4 3 4 4 -2 4 -1 4 -3 4",48,1,0
13249,1,"1 2 -1 -2 1 4 4 -2 -1 2 4 4",24,1,0
13250,1,"1 2 3 -2 -4 -3 4 4 4 4 -1 4",48,1,-256
13251,1,"1 2 3 -2 -3 4 3 4 -1 4 4 -3",48,1,-128
13252,1,"1 2 -4 -4 -2 4 4 -1 4 4 4 4",24,1,-512
13253,1,"1 2 3 4 -3 -1 4 3 4 -2 4 -3",48,1,64
13254,1,"1 2 4 4 3 -1 -3 -2 -3 4 3 4",48,1,0
13255,1,"1 2 3 -4 -3 -1 4 4 4 4 -2 4",48,1,-256
13256,1,"1 1 1 4 4 -1 -4 -1 4 -1 4 4",6,1,512
13257,1,"1 2 -1 -2 4 2 4 -2 4 -1 4 1",24,1,-128
13258,1,"1 2 3 4 3 -2 4 4 -3 -1 4 -3",48,1,0
13259,1,"1 2 3 4 3 -2 4 4 -1 -3 4 -3",48,1,-128
13260,1,"1 2 4 3 4 -1 -3 -3 4 -2 4 3",48,1,128
13261,1,"1 2 1 4 -2 -1 4 -1 4 2 4 -2",24,1,128
13262,1,"1 4 -1 -4 1 4 4 4 4 4 -1 -4",6,1,512
13263,1,"1 2 -1 2 4 -2 4 -2 4 2 4 -2",24,1,0
13264,1,"1 2 3 -2 4 4 4 -1 -3 -3 4 3",48,1,0
13265,1,"1 2 3 3 4 4 4 -1 -3 -2 -3 4",48,1,0
13266,1,"1 2 2 4 4 4 -2 4 -2 -4 -1 4",24,1,256
13267,1,"1 2 4 3 4 4 -3 -2 4 -3 -1 3",48,1,-128
13268,1,"1 2 3 -2 4 4 -1 4 -3 -2 4 2",48,1,128
13269,1,"1 2 3 -2 4 4 4 -3 -2 -1 4 2",48,1,128
13270,1,"1 4 2 4 4 4 -2 -2 4 -1 -4 2",24,1,-256
13271,1,"1 2 3 3 4 4 -1 4 -2 -3 -3 4",48,1,0
13272,1,"1 2 3 4 -3 -2 4 4 -3 -1 4 3",48,1,0
13273,1,"1 2 3 4 -2 -3 4 4 4 -3 -1 3",48,1,128
13274,1,"1 2 3 4 -3 4 4 3 -1 -3 -2 4",48,1,-128
13275,1,"1 2 2 -4 -1 4 -2 4 4 -2 4 4",24,1,-256
13276,1,"1 2 2 2 4 -2 -1 -2 4 4 -2 4",24,1,256
13277,1,"1 2 3 -1 -3 4 3 4 -3 4 4 -2",48,1,-128
13278,1,"1 2 -1 2 4 -2 3 4 -2 4 -3 4",48,1,64
13279,1,"1 2 1 -2 -1 -1 4 4 2 4 -2 4",24,1,0
13280,1,"1 2 3 -2 -3 4 -3 4 4 -1 4 3",48,1,0
13281,1,"1 2 -1 -1 -2 4 4 4 -2 4 2 1",24,1,0
13282,1,"1 2 4 4 4 -2 -1 4 4 2 -4 -2",24,1,-256
13283,1,"1 4 2 4 -2 4 4 -2 -4 2 -1 4",24,1,-128
13284,1,"1 2 -1 4 -2 4 -2 1 4 2 -1 4",24,1,-128
13285,1,"1 2 4 4 4 -1 4 3 3 -2 -3 -3",48,1,-256
13286,1,"1 2 4 3 -1 -2 4 4 3 4 -3 -3",48,1,-128
13287,1,"1 4 1 4 -1 -4 -4 -1 4 4 4 4",6,1,512
13288,1,"1 2 4 -2 4 4 2 2 -1 4 -2 -2",24,1,-256
13289,1,"1 2 3 4 -2 -3 -3 4 -1 3 4 4",48,1,128
13290,1,"1 1 4 1 -4 -1 4 -1 -1 4 4 4",6,1,-512
13291,1,"1 2 3 4 -2 -2 -1 2 4 -3 4 4",48,1,128
13292,1,"1 2 4 4 -2 -4 2 -1 -2 4 4 4",24,1,256
13293,1,"1 2 3 4 -1 -2 4 -3 2 4 -2 4",48,1,-64
13294,1,"1 2 1 -2 -1 -1 4 -2 4 2 4 4",24,1,0
13295,1,"1 2 3 -2 3 4 -1 -3 -3 4 4 4",48,1,0
13296,1,"1 2 -1 4 2 4 -2 3 4 -3 4 -2",48,1,-64
13297,1,"1 2 2 4 4 4 -2 -1 4 4 -2 -4",24,1,0
13298,1,"1 2 -4 2 4 -1 4 4 -2 -2 4 4",24,1,256
13299,1,"1 2 -1 4 4 4 -2 -4 3 4 -3 4",48,1,0
13300,1,"1 2 1 2 4 -1 4 4 -1 -2 -2 4",24,1,0
13301,1,"1 2 -4 -2 -1 4 2 4 -2 4 4 4",24,1,-256
13302,1,"1 2 3 3 4 -3 -1 4 4 -2 4 -3",48,1,128
13303,1,"1 2 4 -2 4 4 -1 -4 -2 4 2 4",24,1,-128
13304,1,"1 2 3 -2 4 -3 -2 4 4 -1 2 4",48,1,128
13305,1,"1 2 1 -2 4 4 4 2 -1 4 -1 -2",24,1,0
13306,1,"1 2 3 3 4 4 -3 -2 4 -1 4 -3",48,1,128
13307,1,"1 2 -1 4 -2 4 1 -2 4 2 -1 4",24,1,0
13308,1,"1 2 3 -1 3 4 -2 4 4 -3 -3 4",48,1,128
13309,1,"1 2 -1 4 4 2 -4 -2 4 4 4 -2",24,1,256
13310,1,"1 2 3 -1 3 -2 -3 -3 4 4 4 4",48,1,-256
13311,1,"1 2 4 -1 2 4 -2 -2 3 4 -3 4",48,1,128
13312,1,"1 2 4 3 -2 -4 -3 -1 4 4 4 4",48,1,0
13313,1,"1 2 2 4 4 -2 -2 4 -2 -1 2 4",24,1,256
13314,1,"1 2 4 -2 -2 4 4 4 4 -1 -4 2",24,1,0
13315,1,"1 2 2 -1 4 4 4 -2 -4 -2 4 4",24,1,0
13316,1,"1 2 2 3 4 -1 4 -3 -2 4 4 -2",48,1,0
13317,1,"1 2 3 4 -1 4 -2 -3 4 2 4 -2",48,1,0
13318,1,"1 2 4 4 -1 4 -2 -4 2 4 4 -2",24,1,0
13319,1,"1 2 4 3 -1 3 -2 4 -3 4 4 -3",48,1,0
13320,1,"1 2 3 4 4 4 -2 -3 -2 4 -1 2",48,1,128
13321,1,"1 2 -1 -1 -2 4 2 1 -2 4 4 4",24,1,256
13322,1,"1 2 3 -2 4 -1 -2 -3 4 2 4 4",48,1,-128
13323,1,"1 2 4 4 4 4 -2 -1 -2 -4 2 4",24,1,-256
13324,1,"1 4 2 -4 -2 4 4 -2 4 2 -1 4",24,1,-128
13325,1,"1 4 4 2 4 4 -2 -4 -4 -1 4 4",24,1,0
13326,1,"1 2 3 3 -1 -3 4 -3 -2 4 4 4",48,1,-256
13327,1,"1 2 3 4 -2 -1 2 -3 4 -2 4 4",48,1,0
13328,1,"1 2 4 4 3 3 4 -1 4 -3 -2 -3",48,1,128
13329,1,"1 2 2 3 4 -1 -2 4 -3 4 4 -2",48,1,-128
13330,1,"1 2 3 -2 -3 -1 -3 4 3 4 4 4",48,1,-128
13331,1,"1 2 -1 4 -2 -2 4 3 2 4 -3 4",48,1,0
13332,1,"1 2 4 -1 4 3 4 -2 -2 -3 4 2",48,1,128
13333,1,"1 2 2 3 4 -3 -2 4 -2 4 -1 4",48,1,128
13334,1,"1 2 4 -1 -1 4 -2 -2 4 2 1 4",24,1,256
13335,1,"1 2 3 4 2 -1 -2 -2 -3 4 4 4",48,1,-256
13336,1,"1 2 4 -2 4 3 4 -3 4 4 -1 -4",48,1,-128
13337,1,"1 2 -1 4 2 4 -1 -2 -2 1 4 4",24,1,-256
13338,1,"1 2 3 4 -1 -3 4 3 4 -2 4 -3",48,1,-64
13339,1,"1 2 2 4 -2 -2 -2 4 -1 4 2 4",24,1,256
13340,1,"1 2 4 4 4 -2 -4 -4 -1 4 4 4",24,1,512
13341,1,"1 2 4 3 -1 3 4 4 -2 4 -3 -3",48,1,128
13342,1,"1 2 2 -1 -1 4 -2 4 4 -2 1 4",24,1,-256
13343,1,"1 2 1 2 4 -1 -2 -2 4 -1 4 4",24,1,0
13344,1,"1 2 3 4 -3 -3 -1 -2 4 4 4 3",48,1,0
13345,1,"1 2 -1 4 -2 3 3 4 4 4 -3 -3",48,1,256
13346,1,"1 2 4 -2 3 -1 3 4 4 4 -3 -3",48,1,256
13347,1,"1 2 3 3 -1 -3 -3 4 4 4 -2 4",48,1,-256
13348,1,"1 4 2 4 4 4 2 4 -2 -1 -4 -2",24,1,0
13349,1,"1 2 -4 -1 4 4 -2 4 4 2 4 -2",24,1,-256
13350,1,"1 2 1 4 -1 4 -1 2 4 -2 4 -2",24,1,128
13351,1,"1 2 3 -2 -3 4 4 -1 -2 4 4 2",48,1,-128
13352,1,"1 2 2 2 4 -2 -2 4 -1 4 -2 4",24,1,256
13353,1,"1 2 3 -2 4 -3 4 4 3 -1 -3 4",48,1,-128
13354,1,"1 2 3 4 -3 -1 4 -3 -2 4 3 4",48,1,128
13355,1,"1 2 3 4 -3 -1 4 4 -3 4 3 -2",48,1,0
13356,1,"1 4 2 4 4 -1 4 2 -4 -2 -2 4",24,1,-256
13357,1,"1 2 3 -1 -3 -3 -2 4 4 3 4 4",48,1,-256
13358,1,"1 2 3 2 4 -3 -2 4 -2 -1 4 4",48,1,128
13359,1,"1 2 3 -1 -3 4 4 3 4 -2 -3 4",48,1,0
13360,1,"1 4 2 2 4 -2 -2 4 4 4 -1 -4",24,1,-512
13361,1,"1 4 2 4 3 -1 4 3 -2 4 -3 -3",48,1,0
13362,1,"1 2 3 2 -3 4 -1 4 4 -2 -2 4",48,1,128
13363,1,"1 2 -1 4 -2 -2 4 3 4 -3 2 4",48,1,0
13364,1,"1 2 -1 2 4 3 -2 4 -2 -3 4 4",48,1,0
13365,1,"1 2 -1 -2 -2 -2 4 4 2 4 2 4",24,1,-256
13366,1,"1 2 3 4 -2 3 4 4 -1 4 -3 -3",48,1,128
13367,1,"1 2 3 2 4 -2 -2 -1 4 4 -3 4",48,1,256
13368,1,"1 2 4 4 3 3 4 -3 -2 4 -1 -3",48,1,128
13369,1,"1 2 4 -2 -4 3 4 -3 4 -1 4 4",48,1,0
13370,1,"1 2 3 2 4 -3 4 -2 -1 4 4 -2",48,1,128
13371,1,"1 2 3 4 3 4 -2 4 -3 -1 -3 4",48,1,64
13372,1,"1 2 3 4 -3 4 -2 -3 4 3 -1 4",48,1,-64
13373,1,"1 2 3 4 -3 4 3 -1 4 4 -2 -3",48,1,-128
13374,1,"1 2 4 3 4 -3 -3 -1 -2 4 4 3",48,1,-128
13375,1,"1 2 3 -2 -2 4 -1 2 -3 4 4 4",48,1,0
13376,1,"1 2 -1 -4 2 4 4 4 4 -2 -2 4",24,1,512
13377,1,"1 2 4 4 4 -2 4 2 -4 -2 -1 4",24,1,-256
13378,1,"1 2 4 3 -1 -3 -3 4 4 4 -2 3",48,1,0
13379,1,"1 2 3 -2 4 -3 -1 3 4 4 -3 4",48,1,128
13380,1,"1 2 4 4 -1 -4 2 4 -2 4 -2 4",24,1,128
13381,1,"1 2 -1 4 2 1 4 -2 -2 -1 4 4",24,1,256
13382,1,"1 2 3 4 -1 4 -3 4 -3 4 -2 3",48,1,64
13383,1,"1 2 4 4 -2 -2 4 2 4 4 -1 -4",24,1,-256
13384,1,"1 2 2 -1 4 4 3 -2 -2 -3 4 4",24,1,0
13385,1,"1 4 2 4 -2 -2 4 4 2 -4 -1 4",24,1,0
13386,1,"1 2 3 -4 -3 4 4 -1 4 4 -2 4",48,1,-128
13387,1,"1 2 2 4 4 2 4 -1 4 -2 -2 -2",24,1,0
13388,1,"1 2 4 2 2 4 -2 4 -2 -1 4 -2",24,1,128
13389,1,"1 2 -1 2 4 4 3 -2 -3 4 4 -2",48,1,0
13390,1,"1 2 3 -1 4 -2 3 4 -3 4 -3 4",48,1,0
13391,1,"1 2 -1 2 4 3 4 -2 4 -2 -3 4",48,1,64
13392,1,"1 2 2 2 -1 -2 4 -2 4 4 4 -2",24,1,-512
13393,1,"1 2 4 3 4 4 -1 4 -3 -4 -2 4",48,1,0
13394,1,"1 2 2 4 -2 -2 -1 2 4 -2 4 4",24,1,256
13395,1,"1 2 4 -2 4 4 2 4 -1 -4 -2 4",24,1,-128
13396,1,"1 2 2 4 -2 -2 4 4 -1 -1 4 1",24,1,512
13397,1,"1 2 3 -2 -3 4 -2 4 4 2 -1 4",48,1,0
13398,1,"1 1 4 4 4 1 4 -1 -1 -4 -1 4",6,1,512
13399,1,"1 2 2 4 4 4 -1 4 -2 4 -2 -4",24,1,-256
13400,1,"1 2 3 -1 4 4 4 -3 -2 -3 4 3",48,1,128
13401,1,"1 2 1 4 4 -1 -1 -2 4 2 4 -2",24,1,0
13402,1,"1 2 3 4 -1 4 4 4 4 -2 -3 -4",48,1,-256
13403,1,"1 2 3 -4 -2 4 4 4 -3 -1 4 4",48,1,0
13404,1,"1 2 4 -1 4 -2 3 -4 -3 4 4 4",48,1,-128
13405,1,"1 2 -1 4 -2 3 2 4 4 -3 4 -2",48,1,0
13406,1,"1 2 3 3 -1 -3 4 4 4 -2 -3 4",48,1,0
13407,1,"1 4 4 2 -1 4 4 -2 -4 2 4 -2",24,1,0
13408,1,"1 2 1 4 2 -1 4 -1 4 4 -2 -2",24,1,0
13409,1,"1 2 3 3 4 -3 4 4 -2 -1 -3 4",48,1,0
13410,1,"1 2 -1 4 3 4 4 2 -3 -2 4 -2",48,1,0
13411,1,"1 2 3 -2 4 4 -1 -2 -3 2 4 4",24,1,-256
13412,1,"1 2 3 -1 4 -3 4 -3 4 -2 4 3",48,1,64
13413,1,"1 2 4 3 -2 -3 -1 3 4 4 -3 4",48,1,128
13414,1,"1 2 4 -2 4 4 4 -1 4 2 -4 -2",24,1,0
13415,1,"1 2 4 3 4 3 -2 -3 -3 -1 4 4",48,1,128
13416,1,"1 2 -1 4 2 3 -2 -2 4 -3 4 4",48,1,0
13417,1,"1 2 4 4 4 2 4 -2 -4 -2 -1 4",24,1,256
13418,1,"1 2 3 3 4 -3 4 -1 -3 4 4 -2",48,1,-128
13419,1,"1 2 3 4 3 -1 4 -2 4 -3 4 -3",48,1,-64
13420,1,"1 2 4 4 -1 3 -2 4 -3 -3 4 3",48,1,0
13421,1,"1 2 4 4 -2 -4 2 4 -2 -1 4 4",24,1,-256
13422,1,"1 1 -4 -1 4 1 4 -1 4 -1 4 4",6,1,-256
13423,1,"1 2 4 4 3 -1 3 -2 -3 4 -3 4",48,1,0
13424,1,"1 2 3 3 4 4 -2 4 4 -1 -3 -3",48,1,-256
13425,1,"1 2 4 -1 4 4 3 -2 3 4 -3 -3",48,1,128
13426,1,"1 4 2 2 4 4 -2 -1 4 4 -2 -4",24,1,256
13427,1,"1 2 3 4 -3 4 -2 -3 4 -1 4 3",48,1,64
13428,1,"1 2 3 4 -1 -2 -2 4 2 4 -3 4",48,1,0
13429,1,"1 2 3 -1 -3 4 3 -2 4 -3 4 4",48,1,0
13430,1,"1 2 -4 2 4 4 -2 -2 4 4 -1 4",24,1,256
13431,1,"1 2 2 3 -2 4 -3 4 -2 4 -1 4",48,1,0
13432,1,"1 2 -1 4 1 -2 -2 4 -1 2 4 4",24,1,256
13433,1,"1 2 -1 -2 4 -2 -2 4 2 2 4 4",24,1,-256
13434,1,"1 2 3 4 4 -3 -2 4 4 -3 -1 3",48,1,-128
13435,1,"1 2 3 4 -2 -1 2 4 4 -3 4 -2",48,1,128
13436,1,"1 2 4 4 3 4 -1 3 4 -2 -3 -3",48,1,0
13437,1,"1 2 1 4 -1 4 -2 -1 2 4 -2 4",24,1,0
13438,1,"1 4 2 4 -1 4 -2 4 4 -2 -4 2",24,1,-128
13439,1,"1 2 4 3 -2 -4 -3 4 4 -1 4 4",48,1,-128
13440,1,"1 2 2 4 1 4 -2 -2 -1 -1 4 4",24,1,512
13441,1,"1 2 2 2 -1 4 -2 4 -2 -2 4 4",24,1,0
13442,1,"1 2 2 4 4 4 4 -1 -4 -2 4 -2",24,1,-512
13443,1,"1 2 -4 2 4 4 -2 4 -2 -1 4 4",24,1,256
13444,1,"1 2 2 -1 4 -1 -2 4 4 1 -2 4",24,1,0
13445,1,"1 2 3 4 2 4 -1 4 -3 -2 4 -2",48,1,0
13446,1,"1 2 2 4 -1 4 -2 -1 4 -2 4 1",24,1,256
13447,1,"1 2 4 -2 3 3 4 -1 4 4 -3 -3",48,1,256
13448,1,"1 2 3 -2 -3 4 -1 4 2 4 4 -2",48,1,0
13449,1,"1 2 2 -1 4 3 4 -3 -2 4 4 -2",48,1,-128
13450,1,"1 2 2 -1 4 -2 -4 -2 4 4 4 4",24,1,0
13451,1,"1 2 3 3 4 -3 -1 -3 -2 4 4 4",48,1,256
13452,1,"1 2 3 3 -2 -3 4 -3 4 4 -1 4",48,1,-128
13453,1,"1 2 -1 -1 -2 -2 4 4 1 2 4 4",24,1,-512
13454,1,"1 2 4 -2 4 4 4 -2 4 2 -1 -4",24,1,0
13455,1,"1 2 -1 -1 2 4 4 4 -2 -2 1 4",24,1,0
13456,1,"1 2 4 4 -1 3 4 -3 -3 -2 3 4",48,1,128
13457,1,"1 4 2 4 4 4 4 -2 -4 -4 -1 4",24,1,0
13458,1,"1 4 2 4 4 4 -2 4 2 -1 -4 -2",24,1,-256
13459,1,"1 2 3 4 4 4 4 3 -2 -3 -1 -3",48,1,-256
13460,1,"1 2 3 -2 4 4 -2 -3 4 -1 2 4",48,1,-128
13461,1,"1 2 3 4 2 -1 -2 -2 4 4 -3 4",48,1,-128
13462,1,"1 2 3 4 2 -1 -2 -3 4 4 -2 4",48,1,-128
13463,1,"1 2 3 4 -1 -3 4 3 4 4 -3 -2",48,1,-128
13464,1,"1 2 3 2 4 4 -3 4 -1 -2 -2 4",48,1,0
13465,1,"1 2 4 -1 4 4 4 -2 4 2 -4 -2",24,1,0
13466,1,"1 2 3 3 -1 4 -3 -2 4 4 -3 4",48,1,0
13467,1,"1 2 1 -2 4 2 -1 4 4 -1 4 -2",24,1,128
13468,1,"1 2 2 -1 -2 -4 -2 4 4 4 4 4",24,1,-512
13469,1,"1 2 3 4 -1 4 -2 4 -2 -3 2 4",48,1,-64
13470,1,"1 2 3 -1 4 -2 4 4 3 4 -3 -3",48,1,-128
13471,1,"1 2 2 3 4 -1 -2 -2 4 -3 4 4",48,1,0
13472,1,"1 2 4 -1 4 4 4 -2 4 -2 -4 2",24,1,-256
13473,1,"1 2 3 -1 -3 -3 4 4 -2 3 4 4",48,1,-256
13474,1,"1 2 3 4 -1 -3 4 3 -2 4 -3 4",48,1,0
13475,1,"1 2 2 3 4 4 -2 -3 4 -1 -2 4",48,1,0
13476,1,"1 4 2 -1 4 4 4 -2 -2 4 2 -4",24,1,256
13477,1,"1 2 2 1 4 -1 4 -2 4 -1 -2 4",24,1,128
13478,1,"1 2 4 4 3 3 -2 -3 -3 -1 4 4",48,1,256
13479,1,"1 2 3 4 -3 -2 -3 4 4 4 -1 3",48,1,128
13480,1,"1 2 3 4 4 -3 -1 4 3 4 -3 -2",48,1,128
13481,1,"1 4 2 4 -2 4 -2 4 -1 4 2 -4",24,1,0
13482,1,"1 2 4 -1 3 -2 3 4 -3 -3 4 4",48,1,128
13483,1,"1 4 2 4 4 2 -1 -4 -2 4 -2 4",24,1,-128
13484,1,"1 2 3 3 4 -3 4 -3 4 -1 4 -2",48,1,0
13485,1,"1 2 4 3 -4 -3 -2 4 4 -1 4 4",48,1,-128
13486,1,"1 2 4 3 4 4 3 -2 4 -3 -1 -3",48,1,0
13487,1,"1 2 -1 4 4 3 4 -3 2 4 -2 -2",48,1,-128
13488,1,"1 2 3 4 4 -1 -3 -3 4 -2 4 3",48,1,128
13489,1,"1 4 2 -4 -1 4 4 4 -2 -2 4 2",24,1,256
13490,1,"1 2 2 4 4 -1 4 2 4 -2 -2 -2",24,1,0
13491,1,"1 2 -4 -2 4 2 4 4 -1 4 -2 4",24,1,-128
13492,1,"1 2 4 -2 -2 4 2 4 2 -1 4 -2",24,1,-128
13493,1,"1 2 3 4 4 3 4 -3 -1 -3 4 -2",48,1,0
13494,1,"1 2 -1 4 3 4 4 -2 -3 -2 4 2",48,1,128
13495,1,"1 2 4 4 -1 2 4 4 -2 4 -2 -4",24,1,0
13496,1,"1 2 3 4 -3 -2 4 -3 4 -1 4 3",48,1,64
13497,1,"1 2 4 4 3 4 -1 -3 -3 4 -2 3",48,1,0
13498,1,"1 4 2 4 -2 4 4 2 4 -2 -1 -4",24,1,-128
13499,1,"1 2 2 4 4 -2 4 2 -1 -2 4 -2",24,1,-256
13500,1,"1 2 3 4 -2 -3 4 -2 4 -1 2 4",48,1,0
13501,1,"1 4 2 -1 -4 -2 4 4 4 -2 4 2",24,1,0
13502,1,"1 2 4 4 3 -2 4 -3 -3 4 -1 3",48,1,128
13503,1,"1 4 2 2 -4 -1 4 -2 4 4 -2 4",24,1,0
13504,1,"1 2 2 2 4 -2 -1 -2 4 -2 4 4",24,1,256
13505,1,"1 2 2 4 -2 -2 4 -2 4 2 -1 4",24,1,0
13506,1,"1 2 1 2 4 -2 -1 -2 4 4 -1 4",24,1,128
13507,1,"1 2 4 3 -2 -3 4 -3 -1 4 4 3",48,1,128
13508,1,"1 2 3 4 4 -2 -1 4 -2 -3 2 4",48,1,0
13509,1,"1 2 4 4 -2 -1 -4 2 4 4 4 -2",24,1,256
13510,1,"1 2 -4 -2 4 4 4 4 4 4 -1 -4",24,1,512
13511,1,"1 2 3 4 4 -3 -2 -3 -1 3 4 4",48,1,128
13512,1,"1 2 3 -2 4 -3 4 2 4 -2 -1 4",48,1,0
13513,1,"1 2 4 -1 4 4 4 2 4 -2 -4 -2",24,1,0
13514,1,"1 2 -1 -2 4 4 2 3 4 -3 -2 4",48,1,-128
13515,1,"1 2 4 3 4 3 -2 4 -3 -1 4 -3",48,1,64
13516,1,"1 2 4 3 4 3 -2 4 -1 -3 4 -3",48,1,-64
13517,1,"1 2 -1 4 4 -2 4 2 2 4 -2 -2",24,1,-256
13518,1,"1 2 4 4 4 -1 3 4 3 -2 -3 -3",48,1,-256
13519,1,"1 1 4 4 -1 -4 -4 -1 4 4 4 4",6,1,1024
13520,1,"1 2 3 -1 4 -3 4 -3 4 3 4 -2",48,1,-64
13521,1,"1 2 -1 4 1 2 4 -2 -2 4 -1 4",24,1,-128
13522,1,"1 2 4 -2 4 4 4 2 -4 -1 4 -2",24,1,-256
13523,1,"1 2 2 -1 4 4 -2 -4 -2 4 4 4",24,1,0
13524,1,"1 2 4 -2 4 -2 -2 -1 4 4 2 2",24,1,256
13525,1,"1 2 4 3 -1 -3 -3 -2 3 4 4 4",48,1,-256
13526,1,"1 2 4 3 4 -2 4 4 -3 4 -1 -4",48,1,-128
13527,1,"1 2 2 4 -2 -2 4 2 -1 -2 4 4",24,1,-256
13528,1,"1 4 2 -4 -2 4 -2 4 2 -1 4 4",24,1,-128
13529,1,"1 2 -1 4 3 4 4 -2 -3 2 4 -2",48,1,0
13530,1,"1 2 -1 -2 4 4 2 1 4 -1 -2 4",24,1,-128
13531,1,"1 4 2 2 4 4 -1 4 -2 4 -2 -4",24,1,0
13532,1,"1 2 4 4 3 -2 4 4 4 -1 -3 -4",48,1,-256
13533,1,"1 2 4 -1 4 3 -2 3 4 -3 -3 4",48,1,128
13534,1,"1 2 3 -2 4 4 -3 -1 -3 4 4 3",48,1,128
13535,1,"1 2 3 -1 4 3 4 4 -2 4 -3 -3",48,1,-128
13536,1,"1 2 4 4 3 3 -1 -3 -3 4 -2 4",48,1,0
13537,1,"1 2 3 3 4 -3 -1 4 4 -2 -3 4",48,1,0
13538,1,"1 2 3 4 -3 -2 -1 4 -3 4 3 4",48,1,128
13539,1,"1 2 3 4 -3 4 -2 -1 4 -3 4 3",48,1,128
13540,1,"1 2 3 -2 4 -3 -2 4 -1 4 2 4",48,1,64
13541,1,"1 2 3 3 4 4 -3 -2 4 -1 -3 4",48,1,128
13542,1,"1 2 4 4 4 -1 4 -2 -4 2 4 -2",24,1,0
13543,1,"1 2 4 3 -4 -3 -1 4 4 4 -2 4",48,1,-128
13544,1,"1 2 -1 -2 4 2 2 4 -2 -2 4 4",24,1,-256
13545,1,"1 2 4 -1 4 4 2 4 -2 4 -2 -4",24,1,-128
13546,1,"1 2 4 2 -4 -2 4 4 -2 -1 4 4",24,1,-256
13547,1,"1 2 3 4 4 -1 4 4 -3 -3 -2 3",48,1,0
13548,1,"1 4 2 4 2 -4 -2 -2 4 4 -1 4",24,1,-256
13549,1,"1 2 3 4 4 2 -3 4 -1 4 -2 -2",48,1,0
13550,1,"1 2 1 2 4 -1 -1 4 -2 4 -2 4",24,1,128
13551,1,"1 2 1 -2 4 -1 4 2 4 -1 4 -2",24,1,128
13552,1,"1 2 1 4 2 4 -2 -2 -1 -1 4 4",24,1,256
13553,1,"1 2 3 -2 -3 4 -2 -1 4 4 2 4",48,1,-128
13554,1,"1 2 -1 -2 -2 -4 2 4 4 4 4 4",24,1,512
